STATE,ST_CASE,PVH_INVL,PERNOTMVIT,PERMVIT,PERSONS,RD_OWNER,MAN_COLL,SCH_BUS,CF1,CF2,CF3,FATALS,DRUNK_DR
6,61804,0,0,1,1,98,0,0,0,0,0,1,0
6,61805,0,0,6,6,98,6,0,0,0,0,1,1
6,61806,0,0,2,2,98,2,0,0,0,0,1,0
6,61807,0,1,1,1,98,0,0,0,0,0,1,0
6,61808,0,0,5,5,98,2,0,14,0,0,1,0
6,61809,0,1,1,1,98,0,0,0,0,0,1,0
6,61810,0,0,1,1,1,1,0,0,0,0,1,1
6,61811,0,0,5,5,98,6,0,0,0,0,2,1
6,61812,0,0,4,4,98,1,0,28,0,0,1,1
6,61813,0,1,1,1,98,0,0,0,0,0,1,0
6,61814,0,0,1,1,98,0,0,20,0,0,1,0
6,61815,0,1,1,1,98,0,0,0,0,0,1,0
6,61816,0,0,2,2,1,1,0,0,0,0,1,0
6,61817,0,0,5,5,98,0,0,0,0,0,1,0
6,61818,0,0,2,2,98,6,0,0,0,0,1,0
6,61819,0,0,2,2,1,0,0,0,0,0,1,0
6,61820,0,0,1,1,98,0,0,0,0,0,1,0
6,61821,0,0,1,1,98,0,0,0,0,0,1,1
6,61822,0,0,4,4,98,8,0,0,0,0,1,0
6,61823,0,0,1,1,1,0,0,0,0,0,1,1
6,61824,0,0,1,1,98,0,0,0,0,0,1,0
6,61825,0,0,2,2,98,0,0,0,0,0,1,0
6,61826,0,0,2,2,98,7,0,0,0,0,1,0
6,61827,0,0,3,3,98,6,0,0,0,0,1,0
6,61828,0,0,3,3,98,6,0,0,0,0,1,0
6,61829,0,0,3,3,98,6,0,0,0,0,2,0
6,61830,0,0,2,2,98,6,0,0,0,0,1,0
6,61831,0,0,2,2,98,6,0,0,0,0,1,0
6,61832,0,1,1,1,98,0,0,0,0,0,1,0
6,61833,0,0,3,3,98,6,0,0,0,0,1,0
6,61834,0,0,2,2,98,6,0,0,0,0,1,1
6,61835,0,0,3,3,98,6,0,0,0,0,1,1
6,61836,0,1,2,2,98,0,0,0,0,0,1,0
6,61837,0,1,1,1,98,0,0,0,0,0,1,0
6,61838,0,0,6,6,98,6,0,0,0,0,1,0
6,61839,0,0,7,7,98,6,0,0,0,0,1,0
6,61840,0,1,3,3,1,6,0,15,19,0,1,0
6,61841,0,0,2,2,98,0,0,0,0,0,1,0
6,61842,0,0,2,2,98,0,0,14,0,0,1,0
6,61843,0,0,1,1,98,0,0,0,0,0,1,0
6,61844,0,1,4,4,98,7,0,15,18,0,1,0
6,61845,0,0,5,5,98,0,0,0,0,0,1,0
6,61846,0,0,3,3,1,0,0,0,0,0,1,0
6,61847,0,1,1,1,98,0,0,0,0,0,1,0
6,61848,0,0,2,2,98,0,0,0,0,0,1,1
6,61849,0,0,2,2,98,0,0,0,0,0,1,0
6,61850,0,0,1,1,98,0,0,0,0,0,1,1
6,61851,0,1,1,1,98,0,0,0,0,0,1,0
6,61852,0,0,3,3,1,0,0,0,0,0,2,1
6,61853,0,0,1,1,98,0,0,0,0,0,1,1
6,61854,0,0,2,2,98,0,0,0,0,0,1,1
6,61855,0,1,1,1,98,0,0,0,0,0,1,0
6,61856,0,0,4,4,98,0,0,0,0,0,1,0
6,61857,0,0,1,1,98,0,0,0,0,0,1,1
6,61858,0,0,1,1,98,0,0,0,0,0,1,1
6,61859,0,0,2,2,98,0,0,0,0,0,1,1
6,61860,0,0,1,1,98,0,0,0,0,0,1,1
6,61861,0,0,2,2,98,0,0,0,0,0,1,0
6,61862,0,0,2,2,98,1,0,0,0,0,1,0
6,61863,0,0,1,1,98,0,0,0,0,0,1,0
6,61864,0,0,6,6,98,6,0,0,0,0,1,2
6,61865,0,0,1,1,98,0,0,0,0,0,1,1
6,61866,0,0,2,2,98,0,0,0,0,0,1,1
6,61867,0,0,1,1,98,0,0,0,0,0,1,1
6,61868,0,1,1,1,98,0,0,0,0,0,1,0
6,61869,0,0,3,3,98,2,0,0,0,0,1,0
6,61870,0,0,2,2,98,6,0,0,0,0,1,1
6,61871,0,1,1,1,1,0,0,0,0,0,1,0
6,61872,0,0,1,1,1,0,0,0,0,0,1,1
6,61873,0,0,1,1,98,0,0,0,0,0,1,0
6,61874,0,0,3,3,98,0,0,0,0,0,1,1
6,61875,0,0,1,1,98,0,0,0,0,0,1,0
6,61876,0,0,2,2,98,0,0,0,0,0,2,0
6,61877,0,1,1,1,98,0,0,0,0,0,1,0
6,61878,0,0,3,3,98,0,0,0,0,0,1,1
6,61879,0,0,1,1,98,0,0,0,0,0,1,1
6,61880,0,0,1,1,1,0,0,0,0,0,1,1
6,61881,0,1,2,2,98,0,0,0,0,0,1,0
6,61882,0,0,4,4,98,2,0,0,0,0,1,0
6,61883,0,1,1,1,98,0,0,0,0,0,1,0
6,61884,0,0,2,2,98,1,0,0,0,0,1,0
6,61885,0,0,1,1,98,0,0,0,0,0,1,0
6,61886,0,0,4,4,98,7,0,0,0,0,1,1
6,61887,0,0,1,1,98,0,0,0,0,0,1,0
6,61888,0,0,1,1,98,0,0,0,0,0,1,0
6,61889,0,0,3,3,98,0,0,0,0,0,1,0
6,61890,0,1,3,3,98,0,0,0,0,0,1,0
6,61891,2,0,3,3,98,6,0,0,0,0,1,0
6,61892,0,1,1,1,98,0,0,0,0,0,1,0
6,61893,0,0,1,1,1,0,0,0,0,0,1,1
6,61894,0,0,4,4,98,0,0,0,0,0,2,1
6,61895,0,0,3,3,98,2,0,14,0,0,1,0
6,61896,0,0,4,4,98,6,0,0,0,0,2,0
6,61897,0,1,1,1,98,0,0,0,0,0,1,1
6,61898,3,0,1,1,98,0,0,14,0,0,1,1
6,61899,0,0,2,2,98,1,0,0,0,0,1,0
6,61900,2,0,4,4,98,6,0,0,0,0,1,0
6,61901,0,0,2,2,98,1,0,0,0,0,1,0
6,61902,0,0,2,2,98,2,0,0,0,0,1,0
6,61903,0,0,1,1,98,0,0,0,0,0,1,0
6,61904,0,0,1,1,98,0,0,0,0,0,1,1
6,61905,0,0,1,1,98,0,0,0,0,0,1,1
6,61906,0,0,1,1,98,0,0,0,0,0,1,1
6,61907,0,0,2,2,1,0,0,0,0,0,2,0
6,61908,0,0,7,7,1,0,0,0,0,0,1,0
6,61909,0,0,1,1,98,0,0,0,0,0,1,1
6,61910,0,0,1,1,98,0,0,0,0,0,1,0
6,61911,0,0,1,1,98,0,0,0,0,0,1,1
6,61912,0,0,3,3,1,1,0,14,23,0,1,0
6,61913,0,0,3,3,1,6,0,19,23,0,1,0
6,61914,0,0,3,3,98,6,0,0,0,0,1,0
6,61915,0,0,2,2,98,2,0,0,0,0,1,0
6,61916,0,1,2,2,98,0,0,0,0,0,1,0
6,61917,0,0,6,6,98,2,0,0,0,0,2,1
6,61918,0,0,2,2,98,1,0,0,0,0,1,0
6,61919,0,0,3,3,98,0,0,14,0,0,1,0
6,61920,0,0,4,4,98,2,0,0,0,0,1,0
6,61921,0,0,2,2,1,1,0,26,0,0,1,1
6,61922,0,1,2,2,98,0,0,0,0,0,1,0
6,61923,0,0,5,5,98,6,0,0,0,0,1,1
6,61924,0,0,6,6,1,6,0,0,0,0,1,0
6,61925,0,1,2,2,1,0,0,0,0,0,1,0
6,61926,0,1,1,1,98,0,0,0,0,0,2,1
6,61927,0,0,2,2,1,1,0,23,0,0,1,0
6,61928,0,1,1,1,98,0,0,0,0,0,1,0
6,61929,0,0,3,3,98,6,0,0,0,0,1,0
6,61930,0,0,1,1,98,0,0,0,0,0,1,0
6,61931,0,0,1,1,98,0,0,0,0,0,1,1
6,61932,0,0,1,1,1,0,0,0,0,0,1,1
6,61933,0,1,1,1,98,0,0,0,0,0,1,0
6,61934,0,0,2,2,98,7,0,0,0,0,1,0
6,61935,0,0,2,2,98,0,0,0,0,0,1,0
6,61936,0,0,2,2,98,1,0,0,0,0,1,0
6,61937,0,1,1,1,98,0,0,0,0,0,1,1
6,61938,0,0,5,5,98,0,0,0,0,0,3,0
6,61939,0,1,1,1,98,0,0,0,0,0,1,0
6,61940,0,0,4,4,98,7,0,0,0,0,1,1
6,61941,0,0,2,2,98,6,0,0,0,0,1,1
6,61942,0,0,1,1,98,0,0,0,0,0,1,0
6,61943,0,1,1,1,98,0,0,0,0,0,1,0
6,61944,0,1,1,1,98,0,0,0,0,0,1,0
6,61945,0,0,6,6,98,1,0,28,0,0,1,0
6,61946,0,0,1,1,98,0,0,0,0,0,1,1
6,61947,0,0,4,4,1,0,0,0,0,0,1,1
6,61948,0,0,1,1,98,0,0,0,0,0,1,0
6,61949,0,0,4,4,98,6,0,0,0,0,1,1
6,61950,0,0,4,4,98,6,0,0,0,0,1,0
6,61951,0,0,5,5,98,6,0,0,0,0,2,0
6,61952,0,0,4,4,1,1,0,0,0,0,2,1
6,61953,0,0,3,3,98,6,0,0,0,0,1,0
6,61954,0,0,4,4,98,1,0,0,0,0,1,0
6,61955,0,1,1,1,98,0,0,0,0,0,1,0
6,61956,0,0,5,5,98,8,0,0,0,0,1,0
6,61957,0,1,1,1,1,0,0,0,0,0,1,0
6,61958,0,0,3,3,98,2,0,0,0,0,1,1
6,61959,0,0,3,3,98,2,0,0,0,0,1,1
6,61960,0,1,1,1,98,0,0,0,0,0,1,1
6,61961,0,0,2,2,98,6,0,0,0,0,1,0
6,61962,0,1,1,1,98,0,0,0,0,0,1,0
6,61963,0,1,1,1,98,0,0,0,0,0,1,0
6,61964,0,0,2,2,98,2,0,0,0,0,1,0
6,61965,0,0,4,4,98,1,0,23,0,0,1,1
6,61966,0,1,4,4,1,0,0,0,0,0,1,0
6,61967,0,0,2,2,98,0,0,0,0,0,1,1
6,61968,0,0,1,1,98,0,0,0,0,0,1,1
6,61969,0,0,2,2,1,0,0,0,0,0,1,0
6,61970,1,1,1,1,98,0,0,14,0,0,1,0
6,61971,0,0,4,4,98,7,0,0,0,0,1,0
6,61972,0,0,3,3,1,1,0,0,0,0,1,1
6,61973,0,0,2,2,98,2,0,0,0,0,1,0
6,61974,0,0,5,5,98,2,0,0,0,0,3,1
6,61975,0,0,6,6,98,1,0,14,0,0,1,1
6,61976,0,0,4,4,98,8,0,0,0,0,2,0
6,61977,0,0,5,5,98,2,0,0,0,0,2,0
6,61978,0,0,3,3,98,1,0,0,0,0,1,1
6,61979,0,0,2,2,1,1,0,0,0,0,1,1
6,61980,0,0,5,5,98,6,0,14,0,0,2,0
6,61981,0,1,1,1,98,0,0,0,0,0,1,0
6,61982,0,0,2,2,98,6,0,14,0,0,1,1
6,61983,0,1,5,5,98,0,0,0,0,0,1,0
6,61984,0,0,3,3,98,1,0,0,0,0,1,1
6,61985,0,0,4,4,1,7,0,14,28,0,1,0
6,61986,0,0,2,2,98,2,0,0,0,0,1,0
6,61987,0,0,5,5,98,6,0,0,0,0,1,0
6,61988,0,1,1,1,98,0,0,0,0,0,1,0
6,61989,0,0,4,4,98,2,0,0,0,0,1,1
6,61990,0,0,4,4,98,1,0,0,0,0,1,0
6,61991,0,1,1,1,98,0,0,0,0,0,1,0
6,61992,0,0,3,3,98,2,0,0,0,0,1,0
6,61993,0,3,1,1,1,1,0,23,0,0,1,0
6,61994,0,0,1,1,98,0,0,0,0,0,1,0
6,61995,0,0,2,2,98,0,0,0,0,0,1,0
6,61996,0,0,1,1,98,0,0,0,0,0,1,1
6,61997,0,1,1,1,98,0,0,0,0,0,1,0
6,61998,0,1,2,2,1,0,0,0,0,0,1,0
6,61999,0,0,2,2,1,1,0,0,0,0,1,1
6,62000,0,1,1,1,98,0,0,0,0,0,1,1
6,62001,0,1,1,1,98,0,0,0,0,0,1,1
6,62002,0,0,2,2,98,0,0,0,0,0,1,0
6,62003,0,0,6,6,98,2,0,14,0,0,1,0
6,62004,0,0,4,4,98,1,0,19,0,0,1,0
6,62005,0,0,2,2,98,2,0,0,0,0,1,0
6,62006,0,0,4,4,98,1,0,0,0,0,1,0
6,62007,0,1,1,1,98,0,0,0,0,0,1,0
6,62008,0,0,3,3,98,2,0,0,0,0,1,0
6,62009,0,1,2,2,98,0,0,0,0,0,1,0
6,62010,0,0,2,2,98,6,0,0,0,0,1,0
6,62011,0,1,1,1,98,0,0,0,0,0,1,0
6,62012,0,0,5,5,98,6,0,0,0,0,2,0
6,62013,1,1,2,2,98,0,0,14,0,0,1,0
6,62014,0,1,2,2,98,0,0,0,0,0,1,0
6,62015,0,1,1,1,98,0,0,0,0,0,1,0
6,62016,0,0,3,3,98,2,0,0,0,0,1,0
6,62017,0,1,1,1,98,0,0,0,0,0,1,0
6,62018,0,1,1,1,98,0,0,0,0,0,1,0
6,62019,0,0,3,3,1,6,0,0,0,0,1,0
6,62020,0,0,1,1,98,0,0,0,0,0,1,1
6,62021,0,0,1,1,98,0,0,0,0,0,1,1
6,62022,0,0,1,1,98,0,0,0,0,0,1,0
6,62023,0,0,1,1,98,0,0,0,0,0,1,0
6,62024,0,0,1,1,98,0,0,20,0,0,1,0
6,62025,0,0,1,1,98,0,0,0,0,0,1,1
6,62026,0,0,1,1,98,0,0,0,0,0,1,0
6,62027,0,0,1,1,98,0,0,0,0,0,1,1
6,62028,0,0,3,3,98,0,0,0,0,0,2,0
6,62029,0,0,1,1,1,0,0,0,0,0,1,1
6,62030,0,0,1,1,98,0,0,0,0,0,1,0
6,62031,0,0,1,1,98,0,0,0,0,0,1,1
6,62032,0,0,1,1,98,0,0,0,0,0,1,1
6,62033,0,0,1,1,98,0,0,0,0,0,1,0
6,62034,0,0,1,1,98,0,0,0,0,0,1,0
6,62035,0,0,1,1,98,0,0,0,0,0,1,1
6,62036,0,0,1,1,98,0,0,0,0,0,1,1
6,62037,0,1,1,1,98,0,0,0,0,0,1,0
6,62038,0,1,2,2,98,0,0,0,0,0,1,0
6,62039,0,0,6,6,98,2,0,0,0,0,1,0
6,62040,0,1,1,1,98,0,0,0,0,0,1,0
6,62041,0,1,2,2,98,0,0,0,0,0,1,0
6,62042,0,1,1,1,98,0,0,0,0,0,1,0
6,62043,0,1,1,1,98,0,0,0,0,0,1,0
6,62044,0,3,1,1,98,0,0,0,0,0,2,0
6,62045,0,1,1,1,98,0,0,0,0,0,1,0
6,62046,0,1,1,1,98,0,0,0,0,0,1,0
6,62047,0,1,1,1,98,0,0,0,0,0,1,0
6,62048,0,0,6,6,98,6,0,0,0,0,2,0
6,62049,0,1,1,1,1,0,0,0,0,0,1,0
6,62050,0,0,3,3,1,1,0,0,0,0,1,0
6,62051,0,1,1,1,98,0,0,0,0,0,1,0
6,62052,0,0,6,6,98,6,0,0,0,0,2,0
6,62053,0,0,2,2,98,1,0,0,0,0,1,1
6,62054,0,0,2,2,98,2,0,0,0,0,1,0
6,62055,0,1,1,1,98,0,0,0,0,0,1,0
6,62056,0,1,1,1,98,0,0,0,0,0,1,0
6,62057,0,1,1,1,98,0,0,0,0,0,1,0
6,62058,0,1,1,1,98,0,0,0,0,0,1,1
6,62059,0,1,1,1,98,0,0,0,0,0,1,0
6,62060,0,0,4,4,98,0,0,0,0,0,3,0
6,62061,0,0,4,4,98,0,0,0,0,0,1,0
6,62062,0,0,2,2,1,0,0,0,0,0,2,0
6,62063,0,0,2,2,98,0,0,0,0,0,1,0
6,62064,0,0,5,5,98,0,1,0,0,0,1,0
6,62065,0,0,1,1,98,0,0,0,0,0,1,1
6,62066,0,0,2,2,1,1,0,0,0,0,1,0
6,62067,0,1,1,1,98,0,0,0,0,0,1,0
6,62068,0,1,7,7,98,0,0,0,0,0,1,0
6,62069,0,0,2,2,98,2,0,0,0,0,1,1
6,62070,0,0,3,3,98,6,0,0,0,0,1,0
6,62071,0,0,2,2,1,0,0,0,0,0,1,0
6,62072,0,0,4,4,1,1,0,0,0,0,1,0
6,62073,0,1,1,1,98,0,0,0,0,0,1,0
6,62074,0,1,1,1,98,0,0,0,0,0,1,0
6,62075,0,1,1,1,98,0,0,0,0,0,1,0
6,62076,0,1,2,2,98,0,0,0,0,0,1,0
6,62077,0,1,1,1,98,0,0,0,0,0,1,0
6,62078,0,0,8,8,98,6,0,0,0,0,1,0
6,62079,0,1,1,1,98,0,0,0,0,0,1,0
6,62080,0,0,2,2,98,6,0,0,0,0,1,0
6,62081,0,1,1,1,98,0,0,0,0,0,1,0
6,62082,0,1,1,1,98,0,0,0,0,0,1,0
6,62083,0,1,1,1,98,0,0,0,0,0,1,0
6,62084,0,1,1,1,98,0,0,0,0,0,1,0
6,62085,0,1,4,4,98,0,0,0,0,0,1,0
6,62086,0,1,1,1,98,0,0,0,0,0,1,0
6,62087,0,0,3,3,1,7,0,0,0,0,2,1
6,62088,0,1,1,1,98,0,0,0,0,0,1,0
6,62089,0,0,4,4,98,2,0,23,0,0,1,0
6,62090,0,0,1,1,98,0,0,0,0,0,1,0
6,62091,0,0,1,1,98,0,0,0,0,0,1,0
6,62092,0,0,1,1,1,0,0,0,0,0,1,0
6,62093,0,0,1,1,98,0,0,0,0,0,1,0
6,62094,0,1,1,1,98,0,0,0,0,0,1,1
6,62095,0,0,1,1,98,0,0,0,0,0,1,1
6,62096,0,0,1,1,98,0,0,0,0,0,1,0
6,62097,0,1,1,1,98,0,0,0,0,0,1,0
6,62098,0,0,1,1,98,0,0,0,0,0,1,1
6,62099,0,1,1,1,98,0,0,0,0,0,1,0
6,62100,0,0,1,1,98,0,0,0,0,0,1,0
6,62101,0,0,1,1,98,0,0,0,0,0,1,1
6,62102,0,1,3,3,98,0,0,0,0,0,1,0
6,62103,0,0,1,1,98,0,0,0,0,0,1,1
6,62105,0,0,1,1,98,0,0,0,0,0,1,0
6,62106,0,1,6,6,98,0,0,0,0,0,1,0
6,62107,0,1,2,2,98,0,0,0,0,0,1,0
6,62108,0,0,1,1,98,0,0,0,0,0,1,0
6,62109,0,0,2,2,98,6,0,0,0,0,1,0
6,62110,0,1,1,1,98,0,0,0,0,0,1,0
6,62111,0,0,1,1,98,0,0,0,0,0,1,1
6,62112,0,0,1,1,98,0,0,0,0,0,1,1
6,62113,0,0,1,1,1,0,0,0,0,0,1,0
6,62114,0,1,2,2,98,0,0,19,0,0,1,0
6,62115,0,0,2,2,98,2,0,0,0,0,1,1
6,62116,0,0,2,2,98,0,0,0,0,0,1,0
6,62117,0,0,3,3,1,0,0,0,0,0,1,0
6,62118,0,1,1,1,98,0,0,0,0,0,1,0
6,62119,0,1,2,2,98,0,0,0,0,0,1,0
6,62120,0,1,1,1,98,0,0,0,0,0,1,0
6,62121,0,1,1,1,98,0,0,0,0,0,1,0
6,62122,0,1,1,1,98,0,0,0,0,0,1,0
6,62123,0,0,1,1,98,0,0,0,0,0,1,0
6,62124,0,1,1,1,98,0,0,0,0,0,1,0
6,62125,0,0,1,1,1,0,0,0,0,0,1,1
6,62126,0,1,2,2,98,0,0,0,0,0,1,0
6,62127,0,0,1,1,98,0,0,0,0,0,1,1
6,62128,0,0,1,1,98,0,0,0,0,0,1,1
6,62129,0,1,1,1,98,0,0,0,0,0,1,0
6,62130,0,1,1,1,98,0,0,0,0,0,1,0
6,62131,0,0,2,2,1,7,0,0,0,0,1,0
6,62132,0,0,2,2,98,0,0,0,0,0,1,0
6,62133,0,0,1,1,98,0,0,0,0,0,1,0
6,62134,0,0,1,1,98,0,0,0,0,0,1,0
6,62135,0,1,1,1,98,0,0,0,0,0,1,0
6,62136,0,1,2,2,98,0,0,0,0,0,1,0
6,62137,0,0,1,1,98,0,0,0,0,0,1,1
6,62138,0,1,2,2,98,0,0,0,0,0,1,0
6,62139,0,1,1,1,98,0,0,0,0,0,1,0
6,62140,0,1,1,1,98,0,0,0,0,0,1,0
6,62141,0,1,1,1,98,0,0,0,0,0,1,0
6,62142,0,1,2,2,98,0,0,0,0,0,1,0
6,62143,0,1,1,1,98,0,0,0,0,0,1,0
6,62144,0,1,1,1,98,0,0,0,0,0,1,0
6,62145,0,0,3,3,98,0,0,0,0,0,1,0
6,62146,0,0,2,2,98,9,0,0,0,0,1,0
6,62147,0,0,1,1,98,0,0,0,0,0,1,1
6,62148,0,0,1,1,98,0,0,19,0,0,1,0
6,62149,0,1,2,2,98,0,0,0,0,0,1,0
6,62150,0,1,1,1,98,0,0,0,0,0,1,0
6,62151,0,1,2,2,98,0,0,0,0,0,1,0
6,62152,0,0,1,1,98,0,0,0,0,0,1,1
6,62153,0,0,1,1,98,0,0,0,0,0,1,1
6,62154,0,0,1,1,98,0,0,0,0,0,1,1
6,62155,0,0,2,2,98,6,0,0,0,0,1,0
6,62156,0,0,1,1,98,0,0,0,0,0,1,1
6,62157,0,0,2,2,98,2,0,0,0,0,1,0
6,62158,0,0,2,2,98,1,0,28,0,0,1,0
6,62159,0,0,2,2,98,0,0,0,0,0,2,0
6,62160,0,0,3,3,98,9,0,0,0,0,1,1
6,62161,0,0,1,1,98,0,0,0,0,0,1,0
6,62162,0,1,1,1,98,0,0,0,0,0,1,0
6,62163,0,0,2,2,98,6,0,0,0,0,1,0
6,62164,0,0,3,3,98,6,0,0,0,0,1,1
6,62165,0,1,1,1,98,0,0,0,0,0,1,0
6,62166,2,0,1,1,98,0,0,14,0,0,1,0
6,62167,0,1,1,1,98,0,0,0,0,0,1,0
6,62168,0,0,2,2,98,6,0,0,0,0,1,0
6,62169,0,0,3,3,98,1,0,0,0,0,1,1
6,62170,0,0,3,3,98,2,0,0,0,0,1,0
6,62171,0,1,1,1,98,0,0,0,0,0,1,0
6,62172,0,1,3,3,98,0,0,0,0,0,1,0
6,62173,0,0,2,2,98,0,0,0,0,0,2,0
6,62174,0,0,1,1,98,0,0,0,0,0,1,0
6,62175,0,1,1,1,98,0,0,0,0,0,1,1
6,62176,0,0,1,1,98,0,0,0,0,0,1,0
6,62177,1,1,1,2,1,0,0,0,0,0,1,1
6,62178,0,1,1,1,98,0,0,0,0,0,1,0
6,62179,0,1,2,2,98,0,0,0,0,0,1,0
6,62180,0,0,5,5,98,0,0,0,0,0,4,1
6,62181,0,1,1,1,1,0,0,19,0,0,1,0
6,62182,0,0,2,2,1,0,0,0,0,0,1,1
6,62183,0,0,2,2,1,2,0,23,0,0,1,0
6,62184,0,0,1,1,98,0,0,0,0,0,1,1
6,62185,0,0,3,3,98,6,0,0,0,0,1,0
6,62186,0,0,3,3,98,0,0,0,0,0,1,1
6,62187,0,0,5,5,98,0,0,0,0,0,2,1
6,62188,0,0,1,1,98,0,0,0,0,0,1,1
6,62189,0,0,2,2,1,1,0,0,0,0,1,1
6,62190,0,0,1,1,98,0,0,0,0,0,1,1
6,62191,0,1,1,1,98,0,0,0,0,0,1,0
6,62192,0,2,1,1,98,0,0,0,0,0,1,0
6,62193,0,1,1,1,98,0,0,0,0,0,1,0
6,62194,0,1,3,3,98,0,0,0,0,0,1,0
6,62195,0,1,2,2,98,0,0,0,0,0,1,0
6,62196,0,1,1,1,98,0,0,0,0,0,1,0
6,62197,0,0,3,3,98,0,0,0,0,0,1,0
6,62198,0,0,3,3,98,7,0,0,0,0,1,0
6,62199,0,0,3,3,98,2,0,0,0,0,1,2
6,62200,0,0,1,1,98,0,0,0,0,0,1,1
6,62201,0,1,1,1,98,0,0,0,0,0,1,0
6,62202,0,1,1,1,98,0,0,0,0,0,1,0
6,62203,0,0,2,2,98,6,0,0,0,0,1,1
6,62204,0,0,4,4,1,1,0,28,0,0,1,0
6,62205,0,1,1,1,98,0,0,0,0,0,1,0
6,62206,0,0,11,11,98,1,0,0,0,0,1,0
6,62207,0,1,1,1,98,0,0,0,0,0,1,0
6,62208,0,0,1,1,1,0,0,0,0,0,1,0
6,62209,0,0,1,1,98,0,0,0,0,0,1,0
6,62210,0,1,5,5,98,0,0,0,0,0,1,0
6,62211,1,0,1,1,98,0,0,14,0,0,1,0
6,62212,0,1,1,1,98,0,0,0,0,0,1,0
6,62213,0,1,2,2,98,0,0,0,0,0,1,0
6,62214,0,0,2,2,98,2,0,0,0,0,1,0
6,62215,0,1,2,2,98,0,0,0,0,0,1,0
6,62216,0,0,2,2,98,0,0,0,0,0,1,1
6,62217,0,0,2,2,98,2,0,0,0,0,1,0
6,62218,0,0,3,3,98,0,0,0,0,0,1,0
6,62219,0,1,1,1,98,0,0,0,0,0,1,0
6,62220,0,0,1,1,98,0,0,0,0,0,1,1
6,62221,0,1,1,1,1,0,0,0,0,0,1,0
6,62222,0,0,1,1,98,0,0,0,0,0,1,0
6,62223,0,1,1,1,98,0,0,0,0,0,1,0
6,62224,0,0,1,1,98,0,0,0,0,0,1,1
6,62225,0,0,1,1,98,0,0,0,0,0,1,0
6,62226,0,0,3,3,98,0,0,0,0,0,1,0
6,62227,0,0,1,1,98,0,0,0,0,0,1,0
6,62228,0,0,1,1,98,0,0,0,0,0,1,0
6,62229,0,1,1,1,98,0,0,0,0,0,1,0
6,62230,0,0,3,3,98,2,0,0,0,0,1,1
6,62231,0,0,2,2,98,2,0,0,0,0,1,1
6,62232,0,1,1,1,98,0,0,0,0,0,1,0
6,62233,0,1,1,1,98,0,0,0,0,0,1,0
6,62234,0,1,4,4,98,0,0,0,0,0,1,0
6,62235,0,0,3,3,98,1,0,0,0,0,1,0
6,62236,0,0,4,4,98,1,0,0,0,0,1,0
6,62237,0,1,2,2,98,0,0,0,0,0,1,0
6,62238,0,0,3,3,98,2,0,0,0,0,1,1
6,62239,0,1,1,1,98,0,0,0,0,0,1,0
6,62240,0,0,7,7,1,1,0,0,0,0,1,0
6,62241,0,0,1,1,1,0,0,0,0,0,1,0
6,62242,0,1,1,1,98,0,0,0,0,0,1,0
6,62243,0,0,1,1,98,0,0,0,0,0,1,0
6,62244,0,0,2,2,98,0,0,0,0,0,1,0
6,62245,0,0,2,2,98,7,0,0,0,0,1,1
6,62246,0,0,3,3,1,1,0,0,0,0,1,1
6,62247,0,1,1,1,98,0,0,0,0,0,1,0
6,62248,1,0,1,1,98,0,0,0,0,0,1,0
6,62249,0,0,3,3,98,2,0,0,0,0,2,0
6,62250,0,0,4,4,1,1,0,0,0,0,1,1
6,62251,0,0,4,4,98,6,0,0,0,0,1,0
6,62252,0,0,2,2,98,6,0,0,0,0,1,2
6,62253,0,0,2,2,1,1,0,0,0,0,1,1
6,62254,0,1,2,2,98,0,0,0,0,0,1,0
6,62255,0,0,6,6,98,6,0,0,0,0,1,1
6,62256,0,0,7,7,98,1,0,0,0,0,2,0
6,62257,0,0,1,1,98,0,0,0,0,0,1,1
6,62258,0,0,1,1,1,0,0,0,0,0,1,1
6,62259,0,0,2,2,98,0,0,0,0,0,2,1
6,62260,0,0,2,2,98,0,0,0,0,0,1,0
6,62261,0,0,1,1,98,0,0,0,0,0,1,1
6,62262,0,0,2,2,1,1,0,0,0,0,1,1
6,62263,0,0,5,5,98,6,0,0,0,0,1,0
6,62264,0,1,1,1,98,0,0,0,0,0,1,0
6,62265,0,0,4,4,98,6,0,0,0,0,1,1
6,62266,0,0,3,3,98,0,0,14,0,0,1,1
6,62267,0,0,6,6,98,6,0,0,0,0,1,0
6,62268,0,0,3,3,98,0,0,0,0,0,1,1
6,62269,0,1,2,2,98,0,0,0,0,0,1,0
6,62270,0,1,1,1,98,0,0,0,0,0,1,1
6,62271,0,0,3,3,98,7,0,0,0,0,1,0
6,62272,0,1,1,1,98,0,0,0,0,0,1,0
6,62273,0,1,3,3,98,0,0,0,0,0,1,0
6,62274,0,1,1,1,98,0,0,0,0,0,1,0
6,62275,0,0,2,2,98,1,0,0,0,0,1,1
6,62276,0,0,1,1,98,0,0,0,0,0,1,1
6,62277,0,0,1,1,98,0,0,0,0,0,1,1
6,62278,0,0,1,1,98,0,0,0,0,0,1,1
6,62279,0,0,3,3,98,0,0,0,0,0,1,0
6,62280,0,0,1,1,98,0,0,0,0,0,1,0
6,62281,0,1,3,3,1,0,0,0,0,0,1,0
6,62282,0,0,3,3,98,0,0,0,0,0,1,1
6,62283,0,0,3,3,98,6,0,0,0,0,1,0
